27,หมู่ 13 หนองปลอดภัย,สระลงเรือ,ห้วยกระเจา,กาญจนบุรี,081-880-1228,10 ปี 0 เดือน,14.365289,99.727479,9,Typical Type C
28,หมู่ 6 ห้วยลึก,สระลงเรือ,ห้วยกระเจา,กาญจนบุรี,089-547-6664,7 ปี 0 เดือน,14.391364,99.746643,9,Typical Type C
29,หมู่ 7 หนองเจริญสุข,สระลงเรือ,ห้วยกระเจา,กาญจนบุรี,"089-547-6644, 080-660-4890",9 ปี 6 เดือน,14.365251,99.716418,9,Typical Type B
30,หมู่ 9 ดงรัง,สระลงเรือ,ห้วยกระเจา,กาญจนบุรี,089-746-7955,8 ปี 0 เดือน,14.376645,99.738811,9,Typical Type B
31,หมู่ 16 บ้านศรีเกษตรพัฒนา,ปางมะค่า,ขาณุวรลักษบุรี,กำแพงเพชร,093-298-4422,10 ปี 9 เดือน,15.9575,99.38428,9,Typical Type C
32,หมู่ 17 บ้านทรัพย์เจริญ,ปางมะค่า,ขาณุวรลักษบุรี,กำแพงเพชร,063-519-7446,13 ปี 9 เดือน,15.95268,99.35793,9,Typical Type C
33,หมู่ 11 บ้านมอสมบูรณ์,ปางมะค่า,ขาณุวรลักษบุรี,กำแพงเพชร,093-339-7942,1 ปี 9 เดือน,15.94607,99.41336,9,Typical Type C
34,หมู่ 21 บ้านใหม่ธงชัย,ปางมะค่า,ขาณุวรลักษบุรี,กำแพงเพชร,087-984-3400,10 ปี 9 เดือน,15.93205,99.38786,9,Typical Type C
35,หมู่ 6 บ้านเกาะแก้วอนุสรณ์,ปางมะค่า,ขาณุวรลักษบุรี,กำแพงเพชร,082-770-9739,7 ปี 9 เดือน,15.91913,99.40145,9,Typical Type C
36,หมู่ 19 บ้านศรีสมบูรณ์,ปางมะค่า,ขาณุวรลักษบุรี,กำแพงเพชร,086-483-0016,16 ปี 9 เดือน,15.92749,99.42296,18,
37,หมู่ 12 มอตะแบก,คลองลานพัฒนา,คลองลาน,กำแพงเพชร,097-957-5889,3 ปี 9 เดือน,16.105584,99.371336,9,Typical Type C
38,หมู่ 4 ปากคลองลาน,คลองลานพัฒนา,คลองลาน,กำแพงเพชร,087-196-9614,3 ปี 9 เดือน,16.072842,99.372585,9,Typical Type C
39,หมู่ 1 ไพรสวรรค์,ปางตาไว,ปางศิลาทอง,กำแพงเพชร,092-7193-615,1 ปี 9 เดือน,16.06211,99.38389,9,Typical Type C
40,หมู่ 10 ปางใหม่พัฒนา,ปางตาไว,ปางศิลาทอง,กำแพงเพชร,062-445-0191,3 ปี 9 เดือน,15.99509,99.36474,9,Typical Type C
41,หมู่ 2 คลองลึกพัฒนา,ปางตาไว,ปางศิลาทอง,กำแพงเพชร,092-4748-099,4 ปี 9 เดือน,16.03417,99.39663,9,Typical Type C
42,หมู่ 3 เพชรเจริญ,ปางตาไว,ปางศิลาทอง,กำแพงเพชร,089-883-3076,12 ปี 9 เดือน,16.02214,99.36882,9,Typical Type C
43,หมู่ 4 ปางตาไว,ปางตาไว,ปางศิลาทอง,กำแพงเพชร,091-842-0255,1 ปี 9 เดือน,15.99898,99.37284,9,Typical Type C
44,หมู่ 5 ตากฟ้า,ปางตาไว,ปางศิลาทอง,กำแพงเพชร,"062-163-6031, 080-78496188",1 ปี 9 เดือน,15.97804,99.38115,9,Typical Type C
45,หมู่ 6 ปางเหนือ,ปางตาไว,ปางศิลาทอง,กำแพงเพชร,062-308-4199,12 ปี 9 เดือน,16.05459,99.35604,9,Typical Type C
46,หมู่ 9 เพชรมงคล,ปางตาไว,ปางศิลาทอง,กำแพงเพชร,092-409-0622,7 ปี 9 เดือน,16.03021,99.37537,9,Typical Type C
47,หมู่ 11 คำเจริญ,ดงเมืองแอม,เขาสวนกวาง,ขอนแก่น,080-103-2713,14 ปี 9 เดือน,16.904047,102.743676,9,Typical Type C
48,หมู่ 12 คำแคน,ดงเมืองแอม,เขาสวนกวาง,ขอนแก่น,080-650-3279,7 ปี 9 เดือน,16.904761,102.753673,9,Typical Type C
49,หมู่ 6 โคกสูง,ดงเมืองแอม,เขาสวนกวาง,ขอนแก่น,086-157-8297,1 ปี 9 เดือน,16.867854,102.735958,9,Typical Type C
50,หมู่ 7 หนองแวงเรือ,ดงเมืองแอม,เขาสวนกวาง,ขอนแก่น,086-232-5672,1 ปี 9 เดือน,16.843475,102.743334,9,Typical Type C
51,หมู่ 3 โนนสวรรค์,นางิ้ว,เขาสวนกวาง,ขอนแก่น,065-960-3134,2 ปี 9 เดือน,16.95527,102.772855,9,Typical Type C
52,หมู่ 4 แสงสว่าง,นางิ้ว,เขาสวนกวาง,ขอนแก่น,061-171-4569,20 ปี 9 เดือน,16.961724,102.75343,9,Typical Type C
53,หมู่ 6 ขามป้อม,นางิ้ว,เขาสวนกวาง,ขอนแก่น,064-042-0135,3 ปี 9 เดือน,16.966858,102.741773,9,Typical Type C
54,หมู่ 10 วังน้ำทิพย์,โนนสมบูรณ์,เขาสวนกวาง,ขอนแก่น,094-616-9279,1 ปี 9 เดือน,17.01105,102.748608,9,Typical Type C
55,หมู่ 2 โนนสมบูรณ์,โนนสมบูรณ์,เขาสวนกวาง,ขอนแก่น,092-357-0922,7 ปี 9 เดือน,17.000993,102.758323,9,Typical Type C
56,หมู่ 3 คำป่าก่อ,โนนสมบูรณ์,เขาสวนกวาง,ขอนแก่น,098-301-2611,3 ปี 9 เดือน,17.017864,102.774529,9,Typical Type C
57,หมู่ 4 โนนเจริญ,โนนสมบูรณ์,เขาสวนกวาง,ขอนแก่น,093-482-1239,8 ปี 9 เดือน,17.010202,102.761785,18,
58,หมู่ 5 หัวฝาย,โนนสมบูรณ์,เขาสวนกวาง,ขอนแก่น,061-153-4244,8 ปี 9 เดือน,16.990219,102.738676,9,Typical Type C
59,หมู่ 10 หนองแวง,นาคำ,อุบลรัตน์,ขอนแก่น,061-097-1924,3 ปี 9 เดือน,16.83252,102.713399,9,Typical Type C
60,หมู่ 12 นาคำน้อย,นาคำ,อุบลรัตน์,ขอนแก่น,095-646-8520,19 ปี 9 เดือน,16.860218,102.684577,9,Typical Type C
61,หมู่ 13 หนองแวงใหม่,นาคำ,อุบลรัตน์,ขอนแก่น,064-070-5144,8 ปี 9 เดือน,16.829919,102.715727,9,Typical Type C
62,หมู่ 2 โนนราศรี,นาคำ,อุบลรัตน์,ขอนแก่น,089-113-2525,5 ปี 9 เดือน,16.865314,102.69628,9,Typical Type C
63,หมู่ 4 หนองไหล,นาคำ,อุบลรัตน์,ขอนแก่น,081-993-7914,21 ปี 9 เดือน,16.882374,102.678346,9,Typical Type C
64,หมู่ 9 หนองขาม,นาคำ,อุบลรัตน์,ขอนแก่น,089-527-7789,3 ปี 9 เดือน,16.833564,102.710701,9,Typical Type C
65,หมู่ 1 ศรีสุข,ศรีสุขสำราญ,อุบลรัตน์,ขอนแก่น,094-779-2280,2 ปี 9 เดือน,16.916338,102.72644,9,Typical Type C
66,หมู่ 10 บ้านสำราญเหนือ,ศรีสุขสำราญ,อุบลรัตน์,ขอนแก่น,062-889-0593,4 ปี 9 เดือน,16.922745,102.731572,9,Typical Type C
67,หมู่ 2 สำราญ,ศรีสุขสำราญ,อุบลรัตน์,ขอนแก่น,062-792-2109,2 ปี 9 เดือน,16.918014,102.732588,9,Typical Type C
68,หมู่ 3 โนนศิลา,ศรีสุขสำราญ,อุบลรัตน์,ขอนแก่น,096-098-1319,10 ปี 9 เดือน,16.88129,102.692133,9,Typical Type C
69,หมู่ 5 โคกกลาง,ศรีสุขสำราญ,อุบลรัตน์,ขอนแก่น,083-342-1521,1 ปี 9 เดือน,16.88877,102.68749,9,Typical Type C
70,หมู่ 6 หนองแสง,ศรีสุขสำราญ,อุบลรัตน์,ขอนแก่น,088-062-2939,2 ปี 9 เดือน,16.934463,102.732706,9,Typical Type C
71,หมู่ 7 ศาลาดิน,ศรีสุขสำราญ,อุบลรัตน์,ขอนแก่น,082-740-3678,3 ปี 9 เดือน,16.895182,102.723007,9,Typical Type C
72,หมู่ 8 โนนเจริญ,ศรีสุขสำราญ,อุบลรัตน์,ขอนแก่น,090-020-3835,18 ปี 9 เดือน,16.904881,102.737468,9,Typical Type C
73,หมู่ 9 ห้วยเตย,ศรีสุขสำราญ,อุบลรัตน์,ขอนแก่น,081-544-2304,3 ปี 9 เดือน,16.886176,102.726844,9,Typical Type C
74,หมู่ 10 วังแจง,ขุนซ่อง,แก่งหางแมว,จันทบุรี,062-146-0644,12 ปี 9 เดือน,13.097761,102.024679,18,
75,หมู่ 10 วังยายมุก,คลองพลู,เขาคิชฌกูฏ,จันทบุรี,061-456-9819,8 ปี 9 เดือน,12.946886,102.03206,9,Typical Type C
76,หมู่ 3 น้ำขุ่น,คลองพลู,เขาคิชฌกูฏ,จันทบุรี,086-144-5112,4 ปี 9 เดือน,12.924694,102.036646,9,Typical Type C
77,หมู่ 4 คลองพลู,คลองพลู,เขาคิชฌกูฏ,จันทบุรี,086-056-8302,2 ปี 9 เดือน,12.913201,102.050163,9,Typical Type C
78,หมู่ 5 คลองพลู,คลองพลู,เขาคิชฌกูฏ,จันทบุรี,081-863-7284,9 ปี 9 เดือน,12.965629,102.081891,9,Typical Type C
79,หมู่ 6 ทุ่งกบินทร์,คลองพลู,เขาคิชฌกูฏ,จันทบุรี,085-430-0227,16 ปี 9 เดือน,12.975223,102.081972,9,Typical Type C
80,หมู่ 8 หลังเนิน,คลองพลู,เขาคิชฌกูฏ,จันทบุรี,098-372-9433,1 ปี 9 เดือน,12.951472,102.0543,9,Typical Type C
81,หมู่ 1 คลองใหญ่,จันทเขลม,เขาคิชฌกูฏ,จันทบุรี,062-467-9395,7 ปี 9 เดือน,12.984774,102.055637,9,Typical Type C
82,หมู่ 2 จันทเขลม,จันทเขลม,เขาคิชฌกูฏ,จันทบุรี,092-803-7854,20 ปี 9 เดือน,13.004387,102.073627,18,
83,หมู่ 3 สะท้อน,จันทเขลม,เขาคิชฌกูฏ,จันทบุรี,092-425-3279,0 ปี 1 เดือน,13.036558,102.024155,9,Typical Type C
84,หมู่ 4 คลองชีพ,จันทเขลม,เขาคิชฌกูฏ,จันทบุรี,063-969-0512,3 ปี 9 เดือน,12.988822,102.037911,9,Typical Type B
85,หมู่ 5 จันตาแป๊ะ,จันทเขลม,เขาคิชฌกูฏ,จันทบุรี,090-502-0324,15 ปี 9 เดือน,13.033385,102.075078,9,Typical Type C
86,หมู่ 6 คลองชม,จันทเขลม,เขาคิชฌกูฏ,จันทบุรี,086-093-1668,3 ปี 9 เดือน,13.049575,102.039971,9,Typical Type C
87,หมู่ 7 คลองชัน,จันทเขลม,เขาคิชฌกูฏ,จันทบุรี,098-834-3040,7 ปี 9 เดือน,13.040522,102.051637,9,Typical Type C
88,หมู่ 8 จันตาแป๊ะ,จันทเขลม,เขาคิชฌกูฏ,จันทบุรี,065-707-9420,9 ปี 9 เดือน,13.019843,102.078428,9,Typical Type C
89,หมู่ 6 ชำเคราะห์,ตะเคียนทอง,เขาคิชฌกูฏ,จันทบุรี,089-095-6421,10 ปี 9 เดือน,12.936203,102.072575,9,Typical Type B
90,หมู่ 3 ไร่หลวง,โคกสะบ้า,นาโยง,ตรัง,093-634-4287,14 ปี 9 เดือน,7.49902,99.73944,9,Typical Type C
91,หมู่ 1 ช่อง,ช่อง,นาโยง,ตรัง,093-491-2924,6 ปี 9 เดือน,7.56447,99.77212,9,Typical Type C
92,หมู่ 2 ห้วยลึก,ช่อง,นาโยง,ตรัง,091-653-6231,4 ปี 9 เดือน,7.50205,99.75119,9,Typical Type C
93,หมู่ 3 หนักไทร,ช่อง,นาโยง,ตรัง,085-882-5415,20 ปี 9 เดือน,7.529738,99.759937,9,Typical Type C
94,หมู่ 4 ใสขนุน,ช่อง,นาโยง,ตรัง,083-396-5146,4 ปี 9 เดือน,7.53742,99.76336,9,Typical Type C
95,หมู่ 5 กรงไหน,ช่อง,นาโยง,ตรัง,061-542-2487,0 ปี 9 เดือน,7.49762,99.77169,9,Typical Type C
96,หมู่ 6 ทุ่งใหญ่,ช่อง,นาโยง,ตรัง,081-446-5845,9 ปี 9 เดือน,7.5323,99.75487,9,Typical Type C
97,หมู่ 7 ไสท้อน,ช่อง,นาโยง,ตรัง,064-859-4456,19 ปี 9 เดือน,7.5507,99.76922,9,Typical Type C
98,หมู่ 3 คลองลำปริง,ละมอ,นาโยง,ตรัง,095-250-7080,2 ปี 0 เดือน,7.61294,99.73635,30,
99,หมู่ 8 บ้านเหมกน้อย,ละมอ,นาโยง,ตรัง,099-231-3692,3 ปี 9 เดือน,7.59123,99.73319,30,
100,หมู่ 1 ไทรงาม,นาชุมเห็ด,ย่านตาขาว,ตรัง,063-548-1976,3 ปี 9 เดือน,7.468955,99.762663,9,Typical Type C
101,หมู่ 2 ควนหิน,นาชุมเห็ด,ย่านตาขาว,ตรัง,098-864-8209,11 ปี 9 เดือน,7.47633,99.76416,9,Typical Type C
102,หมู่ 4 ลำพิกุล,นาชุมเห็ด,ย่านตาขาว,ตรัง,082-286-7905,2 ปี 3 เดือน,7.45625,99.78601,9,Typical Type C
103,หมู่ 8 บ้านลำขนุน,นาชุมเห็ด,ย่านตาขาว,ตรัง,085-478-1044,3 ปี 2 เดือน,7.47262,99.78542,9,Typical Type C
104,หมู่ 9 โคกโดน,นาชุมเห็ด,ย่านตาขาว,ตรัง,092-767-1944,23 ปี 9 เดือน,7.47843,99.75362,9,Typical Type C
105,หมู่ 1 ยูงงาม,โพรงจระเข้,ย่านตาขาว,ตรัง,084-747-8390,11 ปี 9 เดือน,7.439445,99.790954,9,Typical Type B
106,หมู่ 7 โหละคล้า,โพรงจระเข้,ย่านตาขาว,ตรัง,081-363-8633,3 ปี 5 เดือน,7.438369,99.768198,18,
107,หมู่ 1 ป่าไผ่แดง,วังกะทะ,ปากช่อง,นครราชสีมา,081-760-5765,2 ปี 9 เดือน,14.513409,101.744578,9,Typical Type C
108,หมู่ 10 เขาแก้ว,วังกะทะ,ปากช่อง,นครราชสีมา,084-958-3389,9 ปี 9 เดือน,14.511159,101.700448,9,Typical Type C
109,หมู่ 14 ดอนสว่าง,วังกะทะ,ปากช่อง,นครราชสีมา,063-039-8345,3 ปี 0 เดือน,14.465441,101.715668,9,Typical Type C
110,หมู่ 17 ป่าตะเคียน,วังกะทะ,ปากช่อง,นครราชสีมา,086-252-7615,17 ปี 9 เดือน,14.48129,101.692247,9,Typical Type C
111,หมู่ 20 โนนทอง,วังกะทะ,ปากช่อง,นครราชสีมา,087-847-9126,9 ปี 9 เดือน,14.460085,101.704039,9,Typical Type C
112,หมู่ 6 วังตะเคียนทอง,วังกะทะ,ปากช่อง,นครราชสีมา,098-654-1683,26 ปี 9 เดือน,14.492825,101.682979,9,Typical Type C
113,หมู่ 7 คลองป่าหมู,วังกะทะ,ปากช่อง,นครราชสีมา,064-932-4746,0 ปี 3 เดือน,14.480409,101.7265,9,Typical Type C
114,หมู่ 8 คลองอีเฒ่า,วังกะทะ,ปากช่อง,นครราชสีมา,088-760-0883,7 ปี 9 เดือน,14.487357,101.714298,9,Typical Type C
115,หมู่ 9 วังกะโล่,วังกะทะ,ปากช่อง,นครราชสีมา,082-165-2988,0 ปี 1 เดือน,14.517026,101.681676,9,Typical Type C
116,หมู่ 12 คลองดินดำ,ระเริง,วังน้ำเขียว,นครราชสีมา,065-461-9539,3 ปี 4 เดือน,14.529034,101.741417,9,Typical Type C
117,หมู่ 13 วังสัปรด,ระเริง,วังน้ำเขียว,นครราชสีมา,065-503-6993,16 ปี 9 เดือน,14.560361,101.72625,9,Typical Type C
118,หมู่ 14 วังขอน,ระเริง,วังน้ำเขียว,นครราชสีมา,089-098-5723,23 ปี 9 เดือน,14.517771,101.753966,9,Typical Type C
119,หมู่ 5 คลองกุ่ม,ระเริง,วังน้ำเขียว,นครราชสีมา,088-345-0298,7 ปี 9 เดือน,14.546567,101.721562,18,
120,หมู่ 12 สันกำแพง,วังหมี,วังน้ำเขียว,นครราชสีมา,093-547-8448,13 ปี 9 เดือน,14.392107,101.692936,9,Typical Type C
121,หมู่ 13 หนองไม้แดง,วังหมี,วังน้ำเขียว,นครราชสีมา,088-356-0343,6 ปี 9 เดือน,14.486325,101.772957,9,Typical Type C
122,หมู่ 14 อุบลพัฒนา,วังหมี,วังน้ำเขียว,นครราชสีมา,092-759-4324,0 ปี 0 เดือน,14.45319,101.73085,9,Typical Type C
123,หมู่ 17 บุกระทิง,วังหมี,วังน้ำเขียว,นครราชสีมา,061-276-9470,13 ปี 9 เดือน,14.437371,101.70219,9,Typical Type C
124,หมู่ 18 คลองนกแก้ว,วังหมี,วังน้ำเขียว,นครราชสีมา,087-962-0925,6 ปี 9 เดือน,14.421233,101.70012,18,
125,หมู่ 2 ท่าวังไทร,วังหมี,วังน้ำเขียว,นครราชสีมา,082-824-9569,4 ปี 7 เดือน,14.438013,101.677589,9,Typical Type C
126,หมู่ 21 วังไผ่ทอง,วังหมี,วังน้ำเขียว,นครราชสีมา,087-239-9635,3 ปี 0 เดือน,14.432161,101.67778,9,Typical Type C
127,หมู่ 3 คลองใบพัด,วังหมี,วังน้ำเขียว,นครราชสีมา,087-873-7342,24 ปี 9 เดือน,14.47661,101.686973,9,Typical Type C
128,หมู่ 4 ยุบอีปูน,วังหมี,วังน้ำเขียว,นครราชสีมา,098-220-2661,5 ปี 9 เดือน,14.450809,101.744513,9,Typical Type C
129,หมู่ 5 คลองสะท้อน,วังหมี,วังน้ำเขียว,นครราชสีมา,081-999-4151,6 ปี 9 เดือน,14.409393,101.685069,9,Typical Type C
130,หมู่ 6 โนนสาวเอ้,วังหมี,วังน้ำเขียว,นครราชสีมา,098-752-6345,7 ปี 9 เดือน,14.492754,101.775826,9,Typical Type C
131,หมู่ 9 บางปรง,เสือหึง,เชียรใหญ่,นครศรีธรรมราช,084-849-4852,12 ปี 9 เดือน,8.193024,100.250653,9,Typical Type A
132,หมู่ 1 ขนาบนาก,ขนาบนาก,ปากพนัง,นครศรีธรรมราช,092-852-1859,4 ปี 9 เดือน,,100.232902,9,Typical Type A
133,หมู่ 2 ป่าขลู,ขนาบนาก,ปากพนัง,นครศรีธรรมราช,081-091-9500,8 ปี 9 เดือน,8.209216,100.237001,9,Typical Type A
134,หมู่ 3 บางวุ่น,ขนาบนาก,ปากพนัง,นครศรีธรรมราช,081-895-4643,8 ปี 9 เดือน,,,9,Typical Type A
135,หมู่ 5 ปากช่อง,ขนาบนาก,ปากพนัง,นครศรีธรรมราช,061-649-3916,3 ปี 9 เดือน,,,9,Typical Type A
136,หมู่ 4 ท่านา,ขนาบนาก,ปากพนัง,นครศรีธรรมราช,087-810-1807,7 ปี 9 เดือน,8.222903,100.245957,9,Typical Type A
137,หมู่ 7 สระศรีเมือง,ขนาบนาก,ปากพนัง,นครศรีธรรมราช,095-297-3883,20 ปี 9 เดือน,8.223698,100.260198,9,Typical Type A
138,หมู่ 10 หัวดอน,ขนาบนาก,ปากพนัง,นครศรีธรรมราช,097-345-0148,24 ปี 9 เดือน,8.235181,,9,Typical Type A
139,หมู่ 6 บางมะขาม,ขนาบนาก,ปากพนัง,นครศรีธรรมราช,082-629-3988,19 ปี 9 เดือน,8.206482,100.263253,9,Typical Type A
140,หมู่ 8 บางตะลุมพอ,ขนาบนาก,ปากพนัง,นครศรีธรรมราช,081-370-4166,4 ปี 9 เดือน,8.194579,100.257889,9,Typical Type A
141,หมู่ 9 น้ำทรัพย์,ขนาบนาก,ปากพนัง,นครศรีธรรมราช,082-432-8045,9 ปี 9 เดือน,8.185152,100.28777,9,Typical Type A
142,หมู่ 7 เกาะทัง,ท่าพญา,ปากพนัง,นครศรีธรรมราช,095-817-2457,14 ปี 9 เดือน,8.259448,100.263515,9,Typical Type A
143,หมู่ 10 ริมเขื่อน,ท่าพญา,ปากพนัง,นครศรีธรรมราช,081-894-7362,5 ปี 9 เดือน,8.240806,100.268612,9,Typical Type A
144,หมู่ 4 เสือร้อง,ปากแพรก,ปากพนัง,นครศรีธรรมราช,081-082-5127,1 ปี 9 เดือน,,100.211305,9,Typical Type A
145,หมู่ 3 บางพระ,ปากแพรก,ปากพนัง,นครศรีธรรมราช,081-090-0150,3 ปี 9 เดือน,8.201472,100.217994,9,Typical Type A
146,หมู่ 2 นานอก,ปากแพรก,ปากพนัง,นครศรีธรรมราช,081-606-7173,6 ปี 9 เดือน,8.220043,100.218995,9,Typical Type A
147,หมู่ 4 เนินหนองหงส์,เกาะเพชร,หัวไทร,นครศรีธรรมราช,095-094-7775,16 ปี 9 เดือน,8.171971,100.261365,9,Typical Type B
148,หมู่ 8 ย่านยาว,เกาะเพชร,หัวไทร,นครศรีธรรมราช,087-266-4941,0 ปี 3 เดือน,8.146675,100.271172,9,Typical Type B
149,หมู่ 1 เสือหึง,ท่าซอม,หัวไทร,นครศรีธรรมราช,089-590-1673,8 ปี 9 เดือน,8.174757,100.249465,9,Typical Type A
150,หมู่ 5 ด่าน,ท่าซอม,หัวไทร,นครศรีธรรมราช,081-396-3210,4 ปี 9 เดือน,8.144342,100.268788,9,Typical Type A
151,หมู่ 1 ทุ่งทอง,ทุ่งทอง,หนองบัว,นครสวรรค์,084-5085017,7 ปี 9 เดือน,15.9721,100.708423,9,Typical Type C
152,หมู่ 11 สระตายม,ทุ่งทอง,หนองบัว,นครสวรรค์,084-8179968,4 ปี 9 เดือน,15.9718,100.6823,9,Typical Type C
153,หมู่ 13 หนองลก,ทุ่งทอง,หนองบัว,นครสวรรค์,065-8042063,19 ปี 9 เดือน,15.98721,100.69482,9,Typical Type C
154,หมู่ 14 สายฝน,ทุ่งทอง,หนองบัว,นครสวรรค์,087-8388392,4 ปี 9 เดือน,15.96167,100.74643,9,Typical Type C
155,หมู่ 3 ไทรงาม,ทุ่งทอง,หนองบัว,นครสวรรค์,089-0826491,4 ปี 9 เดือน,15.9903,100.7297,9,Typical Type C
156,หมู่ 4 บ้านวังงิ้ว,วังงิ้วใต้,ดงเจริญ,พิจิตร,094-2562843,5 ปี 9 เดือน,16.038831,100.626155,9,Typical Type B
157,หมู่ 5 บ้านวังเรือน,วังงิ้วใต้,ดงเจริญ,พิจิตร,081-0432866,20 ปี 9 เดือน,16.030031,100.666606,9,Typical Type C
158,หมู่ 6 บ้านวังกะทะ,วังงิ้วใต้,ดงเจริญ,พิจิตร,099-3811369,4 ปี 9 เดือน,16.024733,100.686663,9,Typical Type C
159,หมู่ 7 บ้านใหม่วังเรือง,วังงิ้วใต้,ดงเจริญ,พิจิตร,086-6800830,4 ปี 9 เดือน,16.030507,100.655966,9,Typical Type C
160,หมู่ 5 โคกสาร,ซับพุทรา,ชนแดน,เพชรบูรณ์,063-0290999,1 ปี 9 เดือน,16.024312,100.884216,9,Typical Type C
161,หมู่ 13 กล้วยงาม,บ้านกล้วย,ชนแดน,เพชรบูรณ์,095-879-9992,7 ปี 9 เดือน,16.012896,100.774365,9,Typical Type C
162,หมู่ 3 กล้วย,บ้านกล้วย,ชนแดน,เพชรบูรณ์,096-8640943,23 ปี 9 เดือน,16.001085,100.778578,9,Typical Type C
